Name,Student Number,Employee Number,email,GTA,Program,Full Time,Year In Program,Min Hours,Preferred Hours,Max Hours,Study Permit,Prior TA?,Courses TAed Before,Pref Subjects,Average Grade,,,,
TA5224,500224,Emp5224,TA5224@hotmail.com,UTA,F2,1,3,0,12,12,1,0,,F2;F1,87.8,,,,
TA5225,500225,Emp5225,TA5225@hotmail.com,UTA,F2,1,2,0,8,12,1,1,,F2;F1,77.7,,,,
TA5226,500226,Emp5226,TA5226@hotmail.com,UTA,F2,1,3,0,12,12,1,1,,F2;F1,80.7,,,,
TA5227,500227,Emp5227,TA5227@hotmail.com,UTA,F2,1,3,0,6,12,1,1,,F2;F1,83.1,,,,
TA5228,500228,Emp5228,TA5228@hotmail.com,UTA,F2,1,2,0,8,12,1,1,,F2;F1,85.6,,,,
TA5229,500229,Emp5229,TA5229@hotmail.com,UTA,F2,1,1,0,10,12,1,0,,F2;F1,79,,,,
TA5230,500230,Emp5230,TA5230@hotmail.com,UTA,F2,1,2,0,10,12,1,0,,F2;F1,83.4,,,,
TA5231,500231,Emp5231,TA5231@hotmail.com,UTA,F2,1,3,0,12,12,1,0,,F2;F1,93.4,,,,
TA5232,500232,Emp5232,TA5232@hotmail.com,UTA,F2,1,1,0,8,12,1,1,,F2;F1,74.3,,,,
TA5233,500233,Emp5233,TA5233@hotmail.com,UTA,F2,1,4,0,12,12,1,0,,F2;F1,82.4,,,,
TA5234,500234,Emp5234,TA5234@hotmail.com,UTA,F2,1,4,0,6,12,1,0,,F2;F1,65.1,,,,
TA5235,500235,Emp5235,TA5235@hotmail.com,UTA,F2,1,1,0,8,12,1,1,,F2;F1,82.5,,,,
TA5236,500236,Emp5236,TA5236@hotmail.com,UTA,F2,1,1,0,6,12,1,0,,F2;F1,92.3,,,,
TA5237,500237,Emp5237,TA5237@hotmail.com,UTA,F2,1,2,0,10,12,1,0,,F2;F1,88.3,,,,
TA5238,500238,Emp5238,TA5238@hotmail.com,UTA,F2,1,1,0,10,12,1,0,,F2;F1,88.7,,,,
TA5239,500239,Emp5239,TA5239@hotmail.com,UTA,F2,1,2,0,10,12,1,0,,F2;F1,88.7,,,,
TA5240,500240,Emp5240,TA5240@hotmail.com,UTA,F2,1,3,0,6,12,1,0,,F2;F1,72.1,,,,
TA5241,500241,Emp5241,TA5241@hotmail.com,UTA,F2,1,1,0,10,12,1,0,,F2;F1,88.9,,,,
TA5242,500242,Emp5242,TA5242@hotmail.com,UTA,F2,1,1,0,8,12,1,0,,F2;F1,84.3,,,,
TA5243,500243,Emp5243,TA5243@hotmail.com,UTA,F2,1,4,0,10,12,1,1,,F2;F1,78.6,,,,
TA5244,500244,Emp5244,TA5244@hotmail.com,UTA,F2,1,1,0,8,12,1,0,,F2;F1,74.2,,,,
TA5245,500245,Emp5245,TA5245@hotmail.com,UTA,F2,1,2,0,6,12,1,1,,F2;F1,73.5,,,,
TA5246,500246,Emp5246,TA5246@hotmail.com,UTA,F2,1,2,0,12,12,1,0,,F2;F1,88.2,,,,
TA5247,500247,Emp5247,TA5247@hotmail.com,UTA,F2,1,2,0,10,12,1,0,,F2;F1,74.6,,,,
TA5248,500248,Emp5248,TA5248@hotmail.com,UTA,F2,1,4,0,12,12,1,1,,F2;F1,84,,,,
TA5249,500249,Emp5249,TA5249@hotmail.com,UTA,F2,1,3,0,10,12,1,0,,F2;F1,76.3,,,,
TA5250,500250,Emp5250,TA5250@hotmail.com,UTA,F2,1,2,0,8,12,1,0,,F2;F1,75.6,,,,
TA5251,500251,Emp5251,TA5251@hotmail.com,UTA,F2,1,4,0,6,12,1,0,,F2;F1,95.1,,,,
TA5252,500252,Emp5252,TA5252@hotmail.com,UTA,F2,1,4,0,6,12,1,0,,F2;F1,79.2,,,,
TA5253,500253,Emp5253,TA5253@hotmail.com,UTA,F2,1,1,0,6,12,1,1,,F2;F1,91.3,,,,
TA5254,500254,Emp5254,TA5254@hotmail.com,UTA,F2,1,4,0,12,12,1,1,,F2;F1,78.7,,,,
TA5255,500255,Emp5255,TA5255@hotmail.com,UTA,F2,1,3,0,6,12,1,1,,F2;F1,64.1,,,,
TA5256,500256,Emp5256,TA5256@hotmail.com,UTA,F2,1,2,0,10,12,1,0,,F2;F1,78.4,,,,
TA5257,500257,Emp5257,TA5257@hotmail.com,UTA,F2,1,4,0,12,12,1,0,,F2;F1,93.3,,,,
TA5258,500258,Emp5258,TA5258@hotmail.com,UTA,F2,1,3,0,10,12,1,1,,F2;F1,92.1,,,,
TA5259,500259,Emp5259,TA5259@hotmail.com,UTA,F2,1,1,0,8,12,1,0,,F2;F1,60.1,,,,
TA5260,500260,Emp5260,TA5260@hotmail.com,UTA,F2,1,2,0,6,12,1,1,,F2;F1,83.6,,,,
TA5261,500261,Emp5261,TA5261@hotmail.com,UTA,F2,1,1,0,6,12,1,1,,F2;F1,93.6,,,,
TA5262,500262,Emp5262,TA5262@hotmail.com,UTA,F2,1,1,0,6,12,1,0,,F2;F1,62.1,,,,
TA5263,500263,Emp5263,TA5263@hotmail.com,UTA,F2,1,4,0,6,12,1,0,,F2;F1,74.1,,,,
TA5264,500264,Emp5264,TA5264@hotmail.com,UTA,F2,1,3,0,12,12,1,1,,F2;F1,81.5,,,,
TA5265,500265,Emp5265,TA5265@hotmail.com,UTA,F2,1,4,0,12,12,1,0,,F2;F1,75.9,,,,
TA5266,500266,Emp5266,TA5266@hotmail.com,UTA,F2,1,2,0,8,12,1,0,,F2;F1,95.1,,,,
TA5267,500267,Emp5267,TA5267@hotmail.com,UTA,F2,1,1,0,8,12,1,1,,F2;F1,73.5,,,,
TA5268,500268,Emp5268,TA5268@hotmail.com,UTA,F2,1,1,0,10,12,1,0,,F2;F1,84.8,,,,
TA5269,500269,Emp5269,TA5269@hotmail.com,UTA,F2,1,3,0,12,12,1,1,,F2;F1,78.6,,,,
TA5270,500270,Emp5270,TA5270@hotmail.com,UTA,F2,1,1,0,6,12,1,0,,F2;F1,89.3,,,,
TA5271,500271,Emp5271,TA5271@hotmail.com,UTA,F2,1,2,0,6,12,1,0,,F2;F1,61.8,,,,
TA5272,500272,Emp5272,TA5272@hotmail.com,UTA,F2,1,3,0,6,12,1,1,,F2;F1,76,,,,
TA5273,500273,Emp5273,TA5273@hotmail.com,UTA,F2,1,4,0,8,12,1,1,,F2;F1,76.5,,,,
TA5274,500274,Emp5274,TA5274@hotmail.com,UTA,F2,1,3,0,6,12,1,1,,F2;F1,95.7,,,,
TA5275,500275,Emp5275,TA5275@hotmail.com,UTA,F2,1,2,0,8,12,1,1,,F2;F1,78.2,,,,
TA5276,500276,Emp5276,TA5276@hotmail.com,UTA,F2,1,1,0,8,12,1,1,,F2;F1,90.1,,,,
TA5277,500277,Emp5277,TA5277@hotmail.com,UTA,F2,1,3,0,6,12,1,0,,F2;F1,60.6,,,,
TA5278,500278,Emp5278,TA5278@hotmail.com,UTA,F2,1,2,0,8,12,1,0,,F2;F1,86.5,,,,
TA5279,500279,Emp5279,TA5279@hotmail.com,UTA,F2,1,1,0,12,12,1,0,,F2;F1,80.5,,,,
TA5280,500280,Emp5280,TA5280@hotmail.com,UTA,F2,1,3,0,8,12,1,1,,F2;F1,87.8,,,,
TA5281,500281,Emp5281,TA5281@hotmail.com,UTA,F2,1,1,0,12,12,1,1,,F2;F1,89.7,,,,
TA5282,500282,Emp5282,TA5282@hotmail.com,UTA,F2,1,2,0,8,12,1,1,,F2;F1,73.5,,,,
TA5283,500283,Emp5283,TA5283@hotmail.com,UTA,F2,1,2,0,8,12,1,0,,F2;F1,65.9,,,,
TA5284,500284,Emp5284,TA5284@hotmail.com,UTA,F2,1,1,0,6,12,1,1,,F2;F1,82.3,,,,
TA5285,500285,Emp5285,TA5285@hotmail.com,UTA,F2,1,3,0,8,12,1,1,,F2;F1,73.9,,,,
TA5286,500286,Emp5286,TA5286@hotmail.com,UTA,F2,1,1,0,12,12,1,1,,F2;F1,95.3,,,,
TA5287,500287,Emp5287,TA5287@hotmail.com,UTA,F2,1,2,0,8,12,1,1,,F2;F1,68.1,,,,
TA5288,500288,Emp5288,TA5288@hotmail.com,UTA,F2,1,4,0,8,12,1,0,,F2;F1,76.1,,,,
TA5289,500289,Emp5289,TA5289@hotmail.com,UTA,F2,1,4,0,10,12,1,1,,F2;F1,74.4,,,,
TA5290,500290,Emp5290,TA5290@hotmail.com,UTA,F2,1,1,0,6,12,1,1,,F2;F1,89.8,,,,
TA5291,500291,Emp5291,TA5291@hotmail.com,UTA,F2,1,4,0,10,12,1,0,,F2;F1,79.9,,,,
TA5292,500292,Emp5292,TA5292@hotmail.com,UTA,F2,1,3,0,12,12,1,0,,F2;F1,75.5,,,,
TA5293,500293,Emp5293,TA5293@hotmail.com,UTA,F2,1,4,0,12,12,1,0,,F2;F1,75.4,,,,
TA5294,500294,Emp5294,TA5294@hotmail.com,UTA,F2,1,2,0,6,12,1,0,,F2;F1,63.5,,,,
TA5295,500295,Emp5295,TA5295@hotmail.com,UTA,F2,1,4,0,12,12,1,0,,F2;F1,82.1,,,,
TA6296,600296,Emp6296,TA6296@hotmail.com,GTA2,F2,1,5,12,12,12,1,0,,F2;F1,,,,,
TA6297,600297,Emp6297,TA6297@hotmail.com,GTA1,F2,1,5,8,10,12,1,0,,F2;F1,,,,,
TA6298,600298,Emp6298,TA6298@hotmail.com,GTA2,F2,1,6,12,12,12,1,1,,F2;F1,,,,,
TA6299,600299,Emp6299,TA6299@hotmail.com,GTA2,F2,1,6,4,8,12,1,0,,F2;F1,,,,,
TA6300,600300,Emp6300,TA6300@hotmail.com,GTA1,F2,1,6,4,6,12,1,0,,F2;F1,,,,,
TA6301,600301,Emp6301,TA6301@hotmail.com,GTA1,F2,1,6,4,12,12,1,0,,F2;F1,,,,,
TA6302,600302,Emp6302,TA6302@hotmail.com,GTA2,F2,1,5,6,8,12,1,1,,F2;F1,,,,,
TA6303,600303,Emp6303,TA6303@hotmail.com,GTA2,F2,1,6,6,6,12,1,1,,F2;F1,,,,,
TA6304,600304,Emp6304,TA6304@hotmail.com,GTA1,F2,1,5,8,10,12,1,0,,F2;F1,,,,,
TA6305,600305,Emp6305,TA6305@hotmail.com,GTA2,F2,1,5,8,12,12,1,0,,F2;F1,,,,,
TA6306,600306,Emp6306,TA6306@hotmail.com,GTA2,F2,1,6,10,10,12,1,1,,F2;F1,,,,,
TA6307,600307,Emp6307,TA6307@hotmail.com,GTA1,F2,1,6,8,8,12,1,1,,F2;F1,,,,,
TA6308,600308,Emp6308,TA6308@hotmail.com,GTA2,F2,1,5,6,8,12,1,1,,F2;F1,,,,,
TA6309,600309,Emp6309,TA6309@hotmail.com,GTA2,F2,1,5,6,10,12,1,0,,F2;F1,,,,,
TA6310,600310,Emp6310,TA6310@hotmail.com,GTA2,F2,1,5,4,8,12,1,0,,F2;F1,,,,,
TA6311,600311,Emp6311,TA6311@hotmail.com,GTA1,F2,1,6,10,10,12,1,0,,F2;F1,,,,,
TA6312,600312,Emp6312,TA6312@hotmail.com,GTA1,F2,1,6,6,12,12,1,0,,F2;F1,,,,,
TA6313,600313,Emp6313,TA6313@hotmail.com,GTA2,F2,1,5,6,6,12,1,0,,F2;F1,,,,,
TA6314,600314,Emp6314,TA6314@hotmail.com,GTA2,F2,1,5,10,10,12,1,0,,F2;F1,,,,,
TA6315,600315,Emp6315,TA6315@hotmail.com,GTA2,F2,1,6,12,12,12,1,1,,F2;F1,,,,,
TA6316,600316,Emp6316,TA6316@hotmail.com,GTA2,F2,1,6,4,12,12,1,0,,F2;F1,,,,,
TA6317,600317,Emp6317,TA6317@hotmail.com,GTA2,F2,1,5,6,8,12,1,0,,F2;F1,,,,,
TA6318,600318,Emp6318,TA6318@hotmail.com,GTA2,F2,1,5,4,10,12,1,1,,F2;F1,,,,,
TA6319,600319,Emp6319,TA6319@hotmail.com,GTA1,F2,1,6,8,10,12,1,1,,F2;F1,,,,,
